PROBEID	ENTREZID	SYMBOL	GENENAME
213770_at	8844	KSR1	kinase suppressor of ras 1
213771_at	26145	IRF2BP1	interferon regulatory factor 2 binding protein 1
213772_s_at	23062	GGA2	golgi associated, gamma adaptin ear containing, ARF binding protein 2
213773_x_at	55695	NSUN5	NOP2/Sun RNA methyltransferase 5
213774_s_at	5504	PPP1R2	protein phosphatase 1 regulatory inhibitor subunit 2
213775_x_at	27332	ZNF638	zinc finger protein 638
213776_at			
213777_s_at	58487	CREBZF	CREB/ATF bZIP transcription factor
213778_x_at	92822	ZNF276	zinc finger protein 276
213779_at	129080	EMID1	EMI domain containing 1
213780_at	7062	TCHH	trichohyalin
213781_at	284352	PPP1R37	protein phosphatase 1 regulatory subunit 37
213782_s_at	51778	MYOZ2	myozenin 2
213783_at	4242	MFNG	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
213784_at	11020	IFT27	intraflagellar transport 27
213785_at	55705	IPO9	importin 9
213786_at	8887	TAX1BP1	Tax1 binding protein 1
213787_s_at	10682	EBP	EBP cholestenol delta-isomerase
213788_s_at			
213789_at	10682	EBP	EBP cholestenol delta-isomerase
213790_at	8038	ADAM12	ADAM metallopeptidase domain 12
213791_at	5179	PENK	proenkephalin
213792_s_at	3643	INSR	insulin receptor
213793_s_at	9456	HOMER1	homer scaffold protein 1
213794_s_at	25983	NGDN	neuroguidin
213795_s_at	5786	PTPRA	protein tyrosine phosphatase receptor type A
213796_at	6698	SPRR1A	small proline rich protein 1A
213797_at	91543	RSAD2	radical S-adenosyl methionine domain containing 2
213798_s_at	10487	CAP1	cyclase associated actin cytoskeleton regulatory protein 1
213799_s_at	5786	PTPRA	protein tyrosine phosphatase receptor type A
213800_at	3075	CFH	complement factor H
213801_x_at	3921	RPSA	ribosomal protein SA
213802_at	8492	PRSS12	serine protease 12
213803_at	3837	KPNB1	karyopherin subunit beta 1
213804_at	3633	INPP5B	inositol polyphosphate-5-phosphatase B
213805_at	51099	ABHD5	abhydrolase domain containing 5, lysophosphatidic acid acyltransferase
213806_at	5813	PURA	purine rich element binding protein A
213807_x_at	4233	MET	MET proto-oncogene, receptor tyrosine kinase
213808_at	8745	ADAM23	ADAM metallopeptidase domain 23
213809_x_at	6929	TCF3	transcription factor 3
213810_s_at			
213811_x_at	6929	TCF3	transcription factor 3
213812_s_at	10645	CAMKK2	calcium/calmodulin dependent protein kinase kinase 2
213813_x_at			
213814_s_at	6645	SNTB2	syntrophin beta 2
213815_x_at	58509	CACTIN	cactin, spliceosome C complex subunit
213816_s_at	4233	MET	MET proto-oncogene, receptor tyrosine kinase
213817_at	11213	IRAK3	interleukin 1 receptor associated kinase 3
213818_x_at	79064	TMEM223	transmembrane protein 223
213819_s_at	10211	FLOT1	flotillin 1
213820_s_at	80765	STARD5	StAR related lipid transfer domain containing 5
213821_s_at	3423	IDS	iduronate 2-sulfatase
213822_s_at	89910	UBE3B	ubiquitin protein ligase E3B
213823_at	3207	HOXA11	homeobox A11
213824_at	10215	OLIG2	oligodendrocyte transcription factor 2
213825_at	10215	OLIG2	oligodendrocyte transcription factor 2
213826_s_at	3020	H3-3A	H3.3 histone A
213827_at	115703	ARHGAP33	Rho GTPase activating protein 33
213828_x_at	3020	H3-3A	H3.3 histone A
213828_x_at	440926	H3P6	H3 histone pseudogene 6
213829_x_at	100533107	RTEL1-TNFRSF6B	RTEL1-TNFRSF6B readthrough (NMD candidate)
213829_x_at	51750	RTEL1	regulator of telomere elongation helicase 1
213830_at	10730	YME1L1	YME1 like 1 ATPase
213831_at	3117	HLA-DQA1	major histocompatibility complex, class II, DQ alpha 1
213832_at	3752	KCND3	potassium voltage-gated channel subfamily D member 3
213833_x_at	51491	NOP16	NOP16 nucleolar protein
213834_at	440073	IQSEC3	IQ motif and Sec7 domain ArfGEF 3
213835_x_at	84705	GTPBP3	GTP binding protein 3, mitochondrial
213836_s_at	55062	WIPI1	WD repeat domain, phosphoinositide interacting 1
213837_at	26013	L3MBTL1	L3MBTL histone methyl-lysine binding protein 1
213838_at	51406	NOL7	nucleolar protein 7
213839_at	79789	CLMN	calmin
213840_s_at	6183	MRPS12	mitochondrial ribosomal protein S12
213841_at	7143	TNR	tenascin R
213842_x_at	155400	NSUN5P1	NSUN5 pseudogene 1
213842_x_at	260294	NSUN5P2	NSUN5 pseudogene 2
213843_x_at	6535	SLC6A8	solute carrier family 6 member 8
213844_at	3202	HOXA5	homeobox A5
213845_at	2898	GRIK2	glutamate ionotropic receptor kainate type subunit 2
213846_at	1350	COX7C	cytochrome c oxidase subunit 7C
213847_at	5630	PRPH	peripherin
213848_at	1849	DUSP7	dual specificity phosphatase 7
213849_s_at	5521	PPP2R2B	protein phosphatase 2 regulatory subunit Bbeta
213850_s_at	9169	SCAF11	SR-related CTD associated factor 11
213851_at	375346	STIMATE	STIM activating enhancer
213852_at	9939	RBM8A	RNA binding motif protein 8A
213853_at	120526	DNAJC24	DnaJ heat shock protein family (Hsp40) member C24
213854_at	9145	SYNGR1	synaptogyrin 1
213855_s_at	3991	LIPE	lipase E, hormone sensitive type
213856_at	961	CD47	CD47 molecule
213857_s_at	961	CD47	CD47 molecule
213858_at	58500	ZNF250	zinc finger protein 250
213859_x_at	8467	SMARCA5	SNF2 related chromatin remodeling ATPase 5
213860_x_at	1452	CSNK1A1	casein kinase 1 alpha 1
213861_s_at	25895	EEF1AKMT3	EEF1A lysine methyltransferase 3
213862_at			
213863_s_at	51686	OAZ3	ornithine decarboxylase antizyme 3
213864_s_at	4673	NAP1L1	nucleosome assembly protein 1 like 1
213865_at	131566	DCBLD2	discoidin, CUB and LCCL domain containing 2
213866_at	201191	SAMD14	sterile alpha motif domain containing 14
213867_x_at	60	ACTB	actin beta
213868_s_at	51635	DHRS7	dehydrogenase/reductase 7
213869_x_at	7070	THY1	Thy-1 cell surface antigen
213870_at	1302	COL11A2	collagen type XI alpha 2 chain
213871_s_at	10591	DNPH1	2'-deoxynucleoside 5'-phosphate N-hydrolase 1
213872_at			
213873_at	10402	ST3GAL6	ST3 beta-galactoside alpha-2,3-sialyltransferase 6
213873_at	131566	DCBLD2	discoidin, CUB and LCCL domain containing 2
213874_at	5267	SERPINA4	serpin family A member 4
213875_x_at	81688	C6orf62	chromosome 6 open reading frame 62
213876_x_at	8233	ZRSR2	zinc finger CCCH-type, RNA binding motif and serine/arginine rich 2
213877_x_at	6923	ELOB	elongin B
213878_at	79912	PYROXD1	pyridine nucleotide-disulphide oxidoreductase domain 1
213879_at			
213880_at	8549	LGR5	leucine rich repeat containing G protein-coupled receptor 5
213881_x_at	6613	SUMO2	small ubiquitin like modifier 2
213882_at	83941	TM2D1	TM2 domain containing 1
213883_s_at	83941	TM2D1	TM2 domain containing 1
213884_s_at	10612	TRIM3	tripartite motif containing 3
213885_at	10612	TRIM3	tripartite motif containing 3
213887_s_at	5434	POLR2E	RNA polymerase II, I and III subunit E
213888_s_at	80342	TRAF3IP3	TRAF3 interacting protein 3
213889_at	9487	PIGL	phosphatidylinositol glycan anchor biosynthesis class L
213890_x_at	6217	RPS16	ribosomal protein S16
213891_s_at	6925	TCF4	transcription factor 4
213892_s_at	353	APRT	adenine phosphoribosyltransferase
213893_x_at	5383	PMS2P5	PMS1 homolog 2, mismatch repair system component pseudogene 5
213894_at	221981	THSD7A	thrombospondin type 1 domain containing 7A
213895_at	2012	EMP1	epithelial membrane protein 1
213896_x_at	317662	FAM149B1	family with sequence similarity 149 member B1
213897_s_at	6150	MRPL23	mitochondrial ribosomal protein L23
213898_at	23543	RBFOX2	RNA binding fox-1 homolog 2
213899_at	10988	METAP2	methionyl aminopeptidase 2
213900_at	9413	ENTREP1	endosomal transmembrane epsin interactor 1
213901_x_at	23543	RBFOX2	RNA binding fox-1 homolog 2
213902_at	427	ASAH1	N-acylsphingosine amidohydrolase 1
213903_s_at	9125	CNOT9	CCR4-NOT transcription complex subunit 9
213904_at	23732	FRRS1L	ferric chelate reductase 1 like
213905_x_at	633	BGN	biglycan
213906_at	4603	MYBL1	MYB proto-oncogene like 1
213907_at	9521	EEF1E1	eukaryotic translation elongation factor 1 epsilon 1
213908_at	339005	WHAMMP3	WHAMM pseudogene 3
213908_at	440253	WHAMMP2	WHAMM pseudogene 2
213909_at	131578	LRRC15	leucine rich repeat containing 15
213910_at	3490	IGFBP7	insulin like growth factor binding protein 7
213911_s_at	3015	H2AZ1	H2A.Z variant histone 1
213912_at	23329	TBC1D30	TBC1 domain family member 30
213913_s_at	23329	TBC1D30	TBC1 domain family member 30
213914_s_at	6711	SPTBN1	spectrin beta, non-erythrocytic 1
213915_at	4818	NKG7	natural killer cell granule protein 7
213916_at	100529855	ZNF625-ZNF20	ZNF625-ZNF20 readthrough (NMD candidate)
213916_at	7568	ZNF20	zinc finger protein 20
213917_at	7849	PAX8	paired box 8
213918_s_at	25836	NIPBL	NIPBL cohesin loading factor
213919_at	3338	DNAJC4	DnaJ heat shock protein family (Hsp40) member C4
213920_at	23316	CUX2	cut like homeobox 2
213921_at	6750	SST	somatostatin
213922_at	146057	TTBK2	tau tubulin kinase 2
213923_at	5912	RAP2B	RAP2B, member of RAS oncogene family
213924_at	2774	GNAL	G protein subunit alpha L
213925_at	375057	STUM	stum, mechanosensory transduction mediator homolog
213926_s_at	3267	AGFG1	ArfGAP with FG repeats 1
213927_at	4293	MAP3K9	mitogen-activated protein kinase kinase kinase 9
213928_s_at	3267	AGFG1	ArfGAP with FG repeats 1
213929_at	23086	EXPH5	exophilin 5
213930_at	9140	ATG12	autophagy related 12
213931_at	3398	ID2	inhibitor of DNA binding 2
213931_at	84099	ID2B	inhibitor of DNA binding 2B (pseudogene)
213932_x_at	3105	HLA-A	major histocompatibility complex, class I, A
213933_at	5733	PTGER3	prostaglandin E receptor 3
213934_s_at	7571	ZNF23	zinc finger protein 23
213935_at	51099	ABHD5	abhydrolase domain containing 5, lysophosphatidic acid acyltransferase
213936_x_at	6439	SFTPB	surfactant protein B
213937_s_at	24140	FTSJ1	FtsJ RNA 2'-O-methyltransferase 1
213938_at	26059	ERC2	ELKS/RAB6-interacting/CAST family member 2
213939_s_at	22902	RUFY3	RUN and FYVE domain containing 3
213940_s_at	23048	FNBP1	formin binding protein 1
213941_x_at	6201	RPS7	ribosomal protein S7
213942_at	1953	MEGF6	multiple EGF like domains 6
213943_at	7291	TWIST1	twist family bHLH transcription factor 1
213944_x_at	2767	GNA11	G protein subunit alpha 11
213945_s_at	23225	NUP210	nucleoporin 210
213946_s_at	23363	OBSL1	obscurin like cytoskeletal adaptor 1
213947_s_at	23225	NUP210	nucleoporin 210
213948_x_at	57863	CADM3	cell adhesion molecule 3
213949_s_at	83475	DOHH	deoxyhypusine hydroxylase
213950_s_at	5533	PPP3CC	protein phosphatase 3 catalytic subunit gamma
213951_s_at	29893	PSMC3IP	PSMC3 interacting protein
213952_s_at	240	ALOX5	arachidonate 5-lipoxygenase
213953_at	54474	KRT20	keratin 20
213954_at	26049	FAM169A	family with sequence similarity 169 member A
213955_at	91977	MYOZ3	myozenin 3
213956_at	9857	CEP350	centrosomal protein 350
213957_s_at	9857	CEP350	centrosomal protein 350
213958_at	923	CD6	CD6 molecule
213959_s_at	23322	RPGRIP1L	RPGRIP1 like
213960_at	4916	NTRK3	neurotrophic receptor tyrosine kinase 3
213961_s_at			
213962_s_at	23141	ANKLE2	ankyrin repeat and LEM domain containing 2
213963_s_at	8819	SAP30	Sin3A associated protein 30
213964_x_at	100505761	C10orf95-AS1	C10orf95 antisense RNA 1
213965_s_at	26038	CHD5	chromodomain helicase DNA binding protein 5
213966_at	10362	HMG20B	high mobility group 20B
213967_at	138046	RALYL	RALY RNA binding protein like
213968_at			
213969_x_at	6159	RPL29	ribosomal protein L29
213970_at	285282	RABL3	RAB, member of RAS oncogene family like 3
213971_s_at	23512	SUZ12	SUZ12 polycomb repressive complex 2 subunit
213971_s_at	440423	SUZ12P1	SUZ12 pseudogene 1
213972_at			
213973_at	6238	RRBP1	ribosome binding protein 1
213974_at	57188	ADAMTSL3	ADAMTS like 3
213975_s_at	4069	LYZ	lysozyme
213976_at	25792	CIZ1	CDKN1A interacting zinc finger protein 1
213977_s_at	25792	CIZ1	CDKN1A interacting zinc finger protein 1
213978_at	92154	MTSS2	MTSS I-BAR domain containing 2
213979_s_at			
213980_s_at	1487	CTBP1	C-terminal binding protein 1
213981_at	1312	COMT	catechol-O-methyltransferase
213982_s_at	9910	RABGAP1L	RAB GTPase activating protein 1 like
213983_s_at	23244	PDS5A	PDS5 cohesin associated factor A
213984_at	23244	PDS5A	PDS5 cohesin associated factor A
213985_s_at	91304	TMEM259	transmembrane protein 259
213986_s_at	91304	TMEM259	transmembrane protein 259
213987_s_at	8621	CDK13	cyclin dependent kinase 13
213988_s_at	6303	SAT1	spermidine/spermine N1-acetyltransferase 1
213989_x_at	54093	SETD4	SET domain containing 4
213990_s_at	57144	PAK5	p21 (RAC1) activated kinase 5
213991_s_at	9957	HS3ST1	heparan sulfate-glucosamine 3-sulfotransferase 1
213992_at	1288	COL4A6	collagen type IV alpha 6 chain
213993_at	10418	SPON1	spondin 1
213994_s_at	10418	SPON1	spondin 1
213995_at	27109	DMAC2L	distal membrane arm assembly component 2 like
213996_at	29799	YPEL1	yippee like 1
213997_at	23359	ENTREP2	endosomal transmembrane epsin interactor 2
213998_s_at	10521	DDX17	DEAD-box helicase 17
213999_at	84272	YIPF4	Yip1 domain family member 4
214000_s_at	6001	RGS10	regulator of G protein signaling 10
214001_x_at	6204	RPS10	ribosomal protein S10
214002_at	4637	MYL6	myosin light chain 6
214003_x_at	6224	RPS20	ribosomal protein S20
214004_s_at	9686	VGLL4	vestigial like family member 4
214005_at	2677	GGCX	gamma-glutamyl carboxylase
214006_s_at	2677	GGCX	gamma-glutamyl carboxylase
214007_s_at	5756	TWF1	twinfilin actin binding protein 1
214008_at	5756	TWF1	twinfilin actin binding protein 1
214009_at	10943	MSL3	MSL complex subunit 3
214010_s_at	374868	ATP9B	ATPase phospholipid transporting 9B
214011_s_at	51491	NOP16	NOP16 nucleolar protein
214012_at	51752	ERAP1	endoplasmic reticulum aminopeptidase 1
214013_s_at			
214014_at	10435	CDC42EP2	CDC42 effector protein 2
214015_at	30837	SOCS7	suppressor of cytokine signaling 7
214016_s_at	6421	SFPQ	splicing factor proline and glutamine rich
214017_s_at	9704	DHX34	DExH-box helicase 34
214018_at	23426	GRIP1	glutamate receptor interacting protein 1
214019_at			
214020_x_at	3693	ITGB5	integrin subunit beta 5
214021_x_at	3693	ITGB5	integrin subunit beta 5
214022_s_at	8519	IFITM1	interferon induced transmembrane protein 1
214023_x_at	347733	TUBB2B	tubulin beta 2B class IIb
214024_s_at	85359	DGCR6L	DiGeorge syndrome critical region gene 6 like
214025_at	55794	DDX28	DEAD-box helicase 28
214026_s_at	200734	SPRED2	sprouty related EVH1 domain containing 2
214027_x_at	1674	DES	desmin
214027_x_at	55578	SUPT20H	SPT20 homolog, SAGA complex component
214028_x_at	81550	TDRD3	tudor domain containing 3
214029_at	284439	SLC25A42	solute carrier family 25 member 42
214030_at	131544	CRYBG3	crystallin beta-gamma domain containing 3
214031_s_at			
214032_at	7535	ZAP70	zeta chain of T cell receptor associated protein kinase 70
214033_at	368	ABCC6	ATP binding cassette subfamily C member 6
214033_at	653190	ABCC6P1	ATP binding cassette subfamily C member 6 pseudogene 1
214033_at	730013	ABCC6P2	ATP binding cassette subfamily C member 6 pseudogene 2
214034_at	51752	ERAP1	endoplasmic reticulum aminopeptidase 1
214035_x_at			
214036_at	1946	EFNA5	ephrin A5
214037_s_at	28952	CCDC22	CCC complex scaffolding subunit CCDC22
214038_at	6355	CCL8	C-C motif chemokine ligand 8
214039_s_at	55353	LAPTM4B	lysosomal protein transmembrane 4 beta
214040_s_at	2934	GSN	gelsolin
214041_x_at	6168	RPL37A	ribosomal protein L37a
214042_s_at	6146	RPL22	ribosomal protein L22
214043_at	5789	PTPRD	protein tyrosine phosphatase receptor type D
214044_at	6262	RYR2	ryanodine receptor 2
214045_at	11019	LIAS	lipoic acid synthetase
214046_at	10690	FUT9	fucosyltransferase 9
214047_s_at	8930	MBD4	methyl-CpG binding domain 4, DNA glycosylase
214048_at	8930	MBD4	methyl-CpG binding domain 4, DNA glycosylase
214049_x_at	924	CD7	CD7 molecule
214050_at			
214051_at	286527	TMSB15B	thymosin beta 15B
214052_x_at	23215	PRRC2C	proline rich coiled-coil 2C
214053_at	2066	ERBB4	erb-b2 receptor tyrosine kinase 4
214054_at	9046	DOK2	docking protein 2
214055_x_at	23215	PRRC2C	proline rich coiled-coil 2C
214056_at	4170	MCL1	MCL1 apoptosis regulator, BCL2 family member
214057_at	4170	MCL1	MCL1 apoptosis regulator, BCL2 family member
214058_at	4610	MYCL	MYCL proto-oncogene, bHLH transcription factor
214059_at	10561	IFI44	interferon induced protein 44
214060_at	6742	SSBP1	single stranded DNA binding protein 1
214061_at	93594	TBC1D31	TBC1 domain family member 31
214062_x_at	4793	NFKBIB	NFKB inhibitor beta
214063_s_at	7018	TF	transferrin
214064_at	7018	TF	transferrin
214065_s_at			
214066_x_at	4882	NPR2	natriuretic peptide receptor 2
214067_at	115939	TSR3	TSR3 ribosome maturation factor
214068_at	146227	BEAN1	brain expressed associated with NEDD4 1
214069_at	123876	ACSM2A	acyl-CoA synthetase medium chain family member 2A
214069_at	348158	ACSM2B	acyl-CoA synthetase medium chain family member 2B
214070_s_at	23120	ATP10B	ATPase phospholipid transporting 10B (putative)
214071_at	2774	GNAL	G protein subunit alpha L
214072_x_at	29937	NENF	neudesin neurotrophic factor
214073_at	2017	CTTN	cortactin
214074_s_at	2017	CTTN	cortactin
214075_at	29937	NENF	neudesin neurotrophic factor
214076_at	81577	GFOD2	Gfo/Idh/MocA-like oxidoreductase domain containing 2
214077_x_at	4213	MEIS3P1	Meis homeobox 3 pseudogene 1
214078_at	5063	PAK3	p21 (RAC1) activated kinase 3
214079_at	10202	DHRS2	dehydrogenase/reductase 2
214080_x_at	5589	PRKCSH	PRKCSH beta subunit of glucosidase II
214081_at	57125	PLXDC1	plexin domain containing 1
214082_at	11238	CA5B	carbonic anhydrase 5B
214083_at	5527	PPP2R5C	protein phosphatase 2 regulatory subunit B'gamma
214084_x_at	653361	NCF1	neutrophil cytosolic factor 1
214085_x_at	11010	GLIPR1	GLI pathogenesis related 1
214086_s_at	10038	PARP2	poly(ADP-ribose) polymerase 2
214087_s_at	4604	MYBPC1	myosin binding protein C1
214088_s_at	2525	FUT3	fucosyltransferase 3 (Lewis blood group)
214089_at	6202	RPS8	ribosomal protein S8
214090_at	5074	PAWR	pro-apoptotic WT1 regulator
214091_s_at	2878	GPX3	glutathione peroxidase 3
214092_x_at	10147	SUGP2	SURP and G-patch domain containing 2
214093_s_at	8880	FUBP1	far upstream element binding protein 1
214094_at	8880	FUBP1	far upstream element binding protein 1
214095_at	6472	SHMT2	serine hydroxymethyltransferase 2
214096_s_at	6472	SHMT2	serine hydroxymethyltransferase 2
214097_at	6227	RPS21	ribosomal protein S21
214098_at	284697	BTBD8	BTB domain containing 8
214099_s_at	100996724	PDE4DIPP2	PDE4DIP pseudogene 2
214099_s_at	9659	PDE4DIP	phosphodiesterase 4D interacting protein
214100_x_at	155400	NSUN5P1	NSUN5 pseudogene 1
214101_s_at	9520	NPEPPS	aminopeptidase puromycin sensitive
214102_at			
214103_s_at	5911	RAP2A	RAP2A, member of RAS oncogene family
214104_at	23432	GPR161	G protein-coupled receptor 161
214105_at	9021	SOCS3	suppressor of cytokine signaling 3
214106_s_at	2762	GMDS	GDP-mannose 4,6-dehydratase
214107_x_at	440434	NPEPPSP1	NPEPPS pseudogene 1
214108_at	4149	MAX	MYC associated transcriptional regulator X
214109_at	987	LRBA	LPS responsive beige-like anchor protein
214110_s_at	100996732	LINC02802	long intergenic non-protein coding RNA 2802
214110_s_at	645166	LSP1P5	LSP1 pseudogene 5
214110_s_at	654342	LSP1P4	LSP1 pseudogene 4
214111_at	4978	OPCML	opioid binding protein/cell adhesion molecule like
214112_s_at	541578	EOLA2	endothelium and lymphocyte associated ASCH domain 2
214112_s_at	91966	EOLA1	endothelium and lymphocyte associated ASCH domain 1
214113_s_at	9939	RBM8A	RNA binding motif protein 8A
